,8_yakutsk_db,8_yakutsk_hr,7_ostersund_db,7_ostersund_hr,6a_oslo_db,6a_oslo_hr,5b_dunhuang_db,5b_dunhuang_hr,5c_birmingham_db,5c_birmingham_hr,4a_paris_db,4a_paris_hr,1a_miami_db,1a_miami_hr
8160,-29.8,0.000171,-12.4,0.000551,-0.9,0.001918,9.5,0.004301,6.8,0.005221,7.0,0.005958,23.9,0.01634
8161,-29.1,0.000184,-13.0,0.000585,-1.4,0.001871,9.0,0.003701,7.3,0.005233,8.7,0.006924,23.9,0.015594
8162,-28.5,0.000196,-12.9,0.000577,-2.0,0.001969,8.0,0.003674,6.7,0.005268,9.0,0.007365,23.3,0.015577
8163,-27.9,0.000208,-12.8,0.000563,-2.6,0.002022,8.4,0.003407,6.4,0.005373,10.0,0.007892,23.3,0.015577
8164,-27.3,0.000221,-12.7,0.000554,-3.2,0.002121,7.0,0.003426,7.0,0.005405,10.4,0.007863,23.3,0.015593
8165,-26.9,0.000231,-12.5,0.000541,-2.8,0.002194,7.0,0.003158,7.1,0.005368,10.0,0.007333,23.3,0.015226
8166,-26.5,0.00024,-12.4,0.000532,-2.4,0.002267,7.0,0.003687,7.2,0.005351,10.0,0.007333,22.8,0.015102
8167,-26.1,0.00025,-12.3,0.000518,-2.0,0.002345,6.0,0.003688,7.1,0.005518,8.2,0.006127,23.3,0.015593
8168,-26.1,0.000257,-12.2,0.0006,-1.7,0.002174,8.0,0.004017,7.4,0.00545,8.0,0.006384,23.9,0.01561
8169,-26.1,0.000267,-12.0,0.000695,-1.3,0.002012,11.0,0.004318,7.5,0.005623,9.0,0.006837,25.6,0.01625
8170,-26.1,0.000274,-11.9,0.000784,-1.0,0.001856,13.0,0.004633,8.2,0.005439,8.8,0.00681,25.6,0.01625
8171,-25.5,0.000291,-11.5,0.000795,-0.9,0.001907,15.0,0.004602,9.2,0.00551,9.0,0.00683,26.7,0.016244
8172,-24.9,0.000305,-11.0,0.000799,-0.8,0.001958,16.4,0.004671,9.9,0.005176,9.0,0.006823,26.7,0.015569
8173,-24.3,0.000324,-10.6,0.00081,-0.7,0.002011,17.0,0.004344,10.3,0.004991,9.3,0.006132,26.7,0.015585
8174,-24.4,0.000321,-10.6,0.00081,-0.7,0.002295,18.0,0.004081,9.8,0.005189,9.0,0.005934,26.7,0.015585
8175,-24.6,0.000314,-10.7,0.00081,-0.7,0.002545,18.0,0.004629,9.7,0.005014,9.0,0.005934,27.2,0.016293
8176,-24.7,0.000311,-10.7,0.00081,-0.7,0.002581,17.5,0.004612,8.6,0.004764,9.0,0.00578,26.7,0.01626
8177,-24.5,0.000317,-11.0,0.000832,-0.4,0.00305,17.0,0.004982,8.1,0.004836,7.0,0.005548,25.6,0.016267
8178,-24.3,0.000319,-11.4,0.000847,0.0,0.003341,15.5,0.004641,6.6,0.005112,7.0,0.005548,25.0,0.016277
8179,-24.1,0.000325,-11.7,0.000869,0.3,0.003573,15.0,0.004037,5.6,0.004923,6.8,0.005719,24.4,0.016278
8180,-24.6,0.00031,-11.4,0.000847,1.0,0.003719,14.0,0.004312,5.9,0.004537,6.0,0.005524,24.4,0.016278
8181,-25.2,0.000295,-11.0,0.000832,1.6,0.003884,13.0,0.005031,4.9,0.004225,6.0,0.005518,23.9,0.01634
8182,-25.7,0.000281,-10.7,0.000811,2.3,0.004044,12.0,0.004988,3.9,0.004112,4.9,0.005325,23.9,0.016356
8183,-25.8,0.000278,-10.2,0.000909,2.5,0.004011,11.0,0.00502,2.9,0.004053,5.0,0.005134,23.3,0.015577
8184,-26.0,0.000272,-9.8,0.001005,2.6,0.003999,10.4,0.004989,2.2,0.003757,4.0,0.005142,23.9,0.016356
8185,-26.1,0.000269,-9.3,0.001098,2.8,0.003967,10.0,0.004612,2.0,0.003812,3.0,0.004741,23.3,0.016329
8186,-26.8,0.000251,-8.9,0.001199,2.8,0.004018,9.0,0.004614,1.1,0.003757,2.0,0.004453,23.3,0.016329
8187,-27.4,0.000236,-8.5,0.001281,2.8,0.004064,8.3,0.004617,1.0,0.004045,2.0,0.004449,22.8,0.015636
8188,-28.1,0.00022,-8.1,0.001386,2.8,0.004115,8.0,0.00431,0.8,0.004104,-0.3,0.003749,22.8,0.015651
8189,-28.1,0.000219,-7.5,0.001475,2.8,0.004208,7.0,0.00435,1.1,0.003789,0.0,0.00384,23.3,0.015593
8190,-28.0,0.000219,-6.8,0.001556,2.8,0.004259,7.1,0.004309,1.3,0.003231,0.0,0.003836,22.8,0.015636
8191,-28.0,0.000219,-6.2,0.001642,2.8,0.004305,7.0,0.004346,0.2,0.003362,0.1,0.003861,22.8,0.015636
8192,-27.7,0.000229,-5.7,0.001803,3.6,0.004558,8.0,0.004296,-1.6,0.003751,1.0,0.004118,22.8,0.016332
8193,-27.4,0.000236,-5.1,0.001961,4.4,0.004824,10.0,0.004602,-1.0,0.004806,2.0,0.004422,25.0,0.016228
8194,-27.1,0.000243,-4.6,0.002111,5.2,0.005048,14.0,0.004948,0.5,0.004714,3.8,0.005024,26.1,0.015633
8195,-26.6,0.000255,-3.8,0.002312,5.5,0.005155,15.0,0.004941,4.7,0.004703,5.0,0.005463,27.2,0.015566
8196,-26.1,0.000269,-3.0,0.002502,5.8,0.005207,17.1,0.005014,6.1,0.004674,6.0,0.00586,27.2,0.015119
8197,-25.6,0.000282,-2.2,0.002679,6.1,0.005317,18.0,0.004624,6.8,0.004865,6.2,0.005876,27.2,0.015134
8198,-26.0,0.000264,-1.6,0.003012,6.1,0.005376,18.0,0.004355,6.9,0.004914,7.0,0.005832,27.8,0.015209
8199,-26.3,0.000249,-0.9,0.003319,6.2,0.005473,19.2,0.003075,6.2,0.005041,7.0,0.006276,27.2,0.015582
8200,-26.7,0.000233,-0.3,0.003623,6.2,0.005538,18.0,0.004077,6.0,0.005053,6.8,0.006058,27.2,0.016293
8201,-27.0,0.000232,-0.1,0.003754,6.4,0.005615,18.0,0.004077,5.7,0.005048,7.0,0.005821,25.6,0.016267
8202,-27.2,0.000231,0.1,0.003892,6.5,0.005655,16.6,0.003729,6.4,0.005228,7.0,0.005821,25.0,0.01565
8203,-27.5,0.00023,0.3,0.004052,6.7,0.005672,15.0,0.004376,6.4,0.005721,7.0,0.005752,25.0,0.015666
8204,-27.7,0.000228,0.2,0.004027,6.6,0.005694,13.0,0.005031,6.4,0.005678,7.0,0.005815,24.4,0.015689
8205,-27.9,0.000223,0.1,0.003998,6.6,0.005755,13.2,0.004695,6.6,0.005412,7.0,0.005815,24.4,0.015673
8206,-28.1,0.000219,0.0,0.003972,6.5,0.005782,13.0,0.005036,6.8,0.005272,7.0,0.005815,23.9,0.016356
8207,-27.6,0.00023,0.1,0.003832,6.5,0.005782,13.0,0.005036,6.6,0.004951,6.5,0.00555,24.4,0.016868
8208,-27.0,0.000245,0.3,0.003727,6.5,0.005782,11.2,0.004645,6.4,0.004469,6.0,0.005419,25.0,0.017501
8209,-26.5,0.000254,0.4,0.003618,6.5,0.005782,11.0,0.005374,5.5,0.004522,6.0,0.005478,24.4,0.016885
8210,-26.5,0.000251,0.5,0.003679,6.5,0.005782,11.0,0.005374,3.9,0.004517,6.0,0.005419,24.4,0.016885
8211,-26.5,0.000244,0.7,0.003784,6.5,0.005782,10.2,0.004679,3.6,0.00455,6.0,0.005419,24.4,0.016885
8212,-26.5,0.000237,0.8,0.003909,6.5,0.005788,10.0,0.005019,3.6,0.004313,6.0,0.005419,24.4,0.016902
8213,-26.9,0.000228,0.8,0.003909,6.5,0.005788,9.0,0.004995,3.7,0.004216,6.0,0.005413,25.0,0.016309
8214,-27.2,0.000221,0.8,0.003979,6.5,0.005727,8.5,0.004975,2.8,0.004094,6.0,0.005413,25.0,0.016293
8215,-27.6,0.000215,0.8,0.004122,6.5,0.005733,9.0,0.00499,2.2,0.004035,5.9,0.005492,24.4,0.016294
8216,-27.6,0.000212,1.0,0.004109,6.4,0.005693,10.0,0.005014,2.1,0.004188,6.0,0.005413,24.4,0.016294
8217,-27.5,0.000214,1.1,0.004093,6.2,0.005679,12.0,0.00536,2.2,0.004452,6.0,0.005413,26.1,0.015665
8218,-27.5,0.000214,1.3,0.004122,6.1,0.005699,15.0,0.005741,4.7,0.004418,6.0,0.005408,26.7,0.015585
8219,-27.0,0.000225,1.2,0.004165,6.0,0.005836,16.0,0.005761,6.7,0.004373,6.0,0.005408,27.2,0.015149
8220,-26.6,0.000235,1.2,0.004239,6.0,0.005718,16.5,0.006213,7.4,0.00424,7.0,0.00542,27.2,0.015149
8221,-26.1,0.000247,1.1,0.004317,6.1,0.005759,18.0,0.006155,8.1,0.004385,6.8,0.005407,27.2,0.015165
8222,-26.0,0.000249,0.8,0.004224,6.1,0.005759,19.0,0.005828,8.1,0.004456,7.0,0.00542,27.2,0.015644
8223,-25.8,0.000258,0.5,0.004133,6.2,0.005805,19.6,0.003465,7.7,0.004474,7.0,0.00542,26.7,0.015165
8224,-25.7,0.00026,0.2,0.004048,6.2,0.005745,20.0,0.004642,6.7,0.004528,6.8,0.005221,26.1,0.015293
8225,-26.4,0.000243,0.1,0.004019,6.4,0.005825,19.0,0.004947,5.1,0.004465,6.0,0.005051,25.6,0.015681
8226,-27.2,0.000224,0.0,0.003989,6.6,0.005907,17.4,0.004329,5.1,0.004528,6.0,0.005046,25.0,0.015714
8227,-27.9,0.000208,-0.1,0.00396,6.8,0.005927,17.0,0.004988,4.9,0.004496,5.2,0.004606,25.0,0.015714
8228,-28.2,0.000202,-0.1,0.00396,7.0,0.005947,16.0,0.004668,5.8,0.004569,5.0,0.004705,25.0,0.016326
8229,-28.4,0.000198,0.0,0.003997,7.2,0.005966,15.0,0.004376,5.7,0.004569,5.0,0.0047,24.4,0.016311
8230,-28.7,0.000192,0.0,0.004002,7.4,0.00599,13.0,0.00434,5.4,0.004492,4.9,0.004721,23.9,0.016406
8231,-28.9,0.000188,0.5,0.004083,7.5,0.006031,12.0,0.004993,5.4,0.004481,3.0,0.004363,23.9,0.016423
8232,-29.2,0.000182,0.9,0.004178,7.7,0.006115,10.6,0.004972,4.8,0.004412,3.0,0.004076,23.3,0.01564
8233,-29.4,0.000178,1.4,0.004262,7.8,0.006157,9.0,0.005765,4.6,0.004474,3.0,0.004123,22.8,0.015715
8234,-30.0,0.000168,1.5,0.004222,7.6,0.006007,9.0,0.004619,4.7,0.004523,3.0,0.004076,22.2,0.015672
8235,-30.6,0.000155,1.5,0.004157,7.5,0.005835,8.5,0.004686,4.9,0.004443,3.0,0.004071,22.2,0.015672
8236,-31.2,0.000146,1.6,0.004157,7.3,0.005685,8.0,0.005378,5.4,0.004646,3.0,0.004213,22.2,0.016363
8237,-30.9,0.00015,1.4,0.003789,6.9,0.005023,8.0,0.004665,4.8,0.004619,3.0,0.004354,22.2,0.016363
8238,-30.5,0.000159,1.2,0.003472,6.6,0.004426,7.8,0.005018,5.1,0.004533,3.0,0.00435,22.8,0.016432
8239,-30.2,0.000164,1.0,0.003194,6.2,0.003767,8.0,0.005373,5.7,0.00463,3.3,0.004348,22.8,0.016448
8240,-30.0,0.000168,0.8,0.002793,6.5,0.00348,9.0,0.00499,4.1,0.004736,3.0,0.00435,23.3,0.01695
8241,-29.8,0.000171,0.5,0.002538,6.7,0.003217,11.0,0.005014,4.9,0.004908,3.0,0.004346,25.6,0.016952
8242,-29.6,0.000175,0.3,0.002448,7.0,0.003094,14.0,0.005378,5.9,0.005017,3.7,0.004469,27.2,0.016359
8243,-28.9,0.000188,0.1,0.002307,6.5,0.003283,16.0,0.005761,7.3,0.004833,4.0,0.004666,27.2,0.016843
8244,-28.2,0.000199,0.0,0.002541,6.0,0.00357,17.0,0.00615,9.2,0.004911,4.0,0.004363,27.8,0.016251
8245,-27.5,0.000216,-0.2,0.002603,5.5,0.003891,18.0,0.005728,9.3,0.004878,4.4,0.004436,28.3,0.016279
8246,-28.1,0.000202,-0.5,0.002556,5.4,0.003805,19.0,0.004936,9.1,0.004916,4.0,0.004363,28.9,0.015323
8247,-28.6,0.000194,-0.9,0.002492,5.4,0.003687,18.4,0.004607,9.0,0.004846,4.0,0.004363,28.9,0.014809
8248,-29.2,0.000181,-1.2,0.002452,5.3,0.003603,17.7,0.004542,7.5,0.004817,4.0,0.004308,28.3,0.014786
8249,-29.9,0.000166,-1.2,0.002447,4.2,0.003534,17.0,0.004344,6.2,0.004855,4.0,0.004358,27.2,0.015241
8250,-30.6,0.000155,-1.2,0.002389,3.1,0.003501,16.4,0.004304,5.6,0.004591,4.0,0.004358,26.1,0.015339
8251,-31.3,0.000146,-1.2,0.002384,2.0,0.003536,15.0,0.004385,4.9,0.004685,3.8,0.004347,25.6,0.016365
8252,-31.2,0.000148,-2.3,0.002279,1.2,0.003461,14.0,0.004003,4.6,0.004522,4.0,0.004354,25.0,0.016803
8253,-31.2,0.000148,-3.3,0.002131,0.3,0.003353,12.6,0.004328,4.1,0.004306,4.0,0.004354,24.4,0.017566
8254,-31.1,0.00015,-4.4,0.001993,-0.5,0.00336,12.0,0.004346,3.6,0.004306,3.7,0.004361,24.4,0.017601
8255,-31.5,0.000143,-4.7,0.001997,-1.0,0.003257,10.0,0.004042,2.6,0.004052,4.0,0.004354,23.9,0.017645
8256,-31.9,0.000137,-4.9,0.002024,-1.5,0.003124,10.3,0.003713,2.6,0.004023,4.0,0.004354,23.3,0.017542
8257,-32.3,0.00013,-5.2,0.00203,-2.0,0.002993,10.0,0.004046,1.9,0.003126,3.2,0.004209,22.8,0.016842
8258,-32.4,0.00013,-4.8,0.00216,-2.2,0.002974,10.0,0.004046,1.8,0.003469,3.0,0.004055,22.8,0.015224
8259,-32.5,0.000129,-4.3,0.0023,-2.5,0.0029,9.5,0.004621,-1.2,0.00339,3.0,0.004059,22.2,0.015703
8260,-32.6,0.000128,-3.9,0.002425,-2.7,0.002881,9.0,0.003401,-0.6,0.003106,2.8,0.00409,22.2,0.015719
8261,-32.6,0.000128,-3.7,0.002277,-3.2,0.002762,8.0,0.003674,-0.5,0.003212,3.0,0.004055,22.2,0.015703
8262,-32.6,0.000128,-3.4,0.002162,-3.7,0.002647,8.0,0.00339,-1.8,0.003182,3.0,0.004055,22.2,0.01638
8263,-32.6,0.000128,-3.2,0.00203,-4.2,0.002537,8.0,0.004029,-1.4,0.00299,2.9,0.004073,22.2,0.014652
8264,-32.4,0.000131,-3.4,0.001969,-4.0,0.002581,9.0,0.004619,-2.0,0.003538,3.0,0.004055,21.7,0.014201
8265,-32.3,0.000132,-3.5,0.001893,-3.7,0.002647,11.4,0.003372,-2.5,0.004379,3.0,0.004059,22.2,0.013262
8266,-32.1,0.000135,-3.7,0.001821,-3.5,0.002693,14.0,0.00581,0.3,0.004774,2.9,0.004124,22.8,0.011812
8267,-31.2,0.000152,-3.6,0.001819,-3.3,0.00271,16.0,0.006125,3.4,0.005046,3.0,0.004059,23.3,0.011464
8268,-30.4,0.000168,-3.6,0.001835,-3.0,0.00278,17.0,0.00615,5.6,0.004865,4.0,0.004358,23.3,0.011099
8269,-29.5,0.000187,-3.5,0.001833,-2.8,0.002827,17.0,0.006157,6.9,0.004769,3.8,0.004252,24.4,0.010336
8270,-30.0,0.000173,-4.1,0.001755,-2.8,0.002857,18.0,0.006155,6.2,0.004374,4.0,0.004363,25.6,0.010279
8271,-30.5,0.000162,-4.6,0.00168,-2.7,0.002881,17.1,0.005812,5.4,0.004533,4.0,0.004367,25.0,0.009903
8272,-31.0,0.00015,-5.2,0.001593,-2.7,0.002914,18.0,0.005734,2.9,0.004198,4.7,0.004323,23.9,0.010016
8273,-31.6,0.000141,-5.3,0.001545,-2.0,0.002901,17.0,0.004606,3.4,0.004241,5.0,0.004365,22.8,0.009539
8274,-32.2,0.000132,-5.3,0.001484,-1.8,0.003049,16.0,0.00541,1.6,0.00418,5.0,0.004365,21.1,0.009201
8275,-32.8,0.000124,-5.4,0.001439,-1.5,0.00316,15.0,0.005753,1.6,0.004065,4.8,0.004576,20.6,0.009225
8276,-33.1,0.000123,-5.4,0.001452,-1.3,0.00325,14.0,0.006237,1.4,0.003863,5.0,0.004696,19.4,0.008546
8277,-33.4,0.000124,-5.5,0.001471,-1.0,0.003333,14.0,0.00581,1.0,0.003839,5.0,0.0047,18.9,0.008547
8278,-33.7,0.000123,-5.5,0.001504,-0.8,0.003427,13.0,0.005346,0.3,0.003839,5.0,0.00465,18.3,0.008493
8279,-33.7,0.00012,-5.2,0.001799,-0.8,0.003431,12.0,0.00463,0.2,0.003899,5.0,0.004705,17.8,0.008483
8280,-33.7,0.000117,-5.0,0.002103,-0.7,0.003459,11.2,0.004655,0.2,0.004043,5.0,0.005037,16.7,0.008264
8281,-33.7,0.000114,-4.7,0.002448,-0.7,0.003463,11.0,0.004332,0.4,0.004132,5.2,0.005003,15.6,0.008589
8282,-33.8,0.000113,-4.7,0.002517,0.5,0.003807,10.0,0.004054,0.9,0.004288,6.0,0.005413,15.0,0.008152
8283,-34.0,0.000109,-4.6,0.002616,1.8,0.004187,9.0,0.005011,1.2,0.004106,6.0,0.00583,14.4,0.008235
8284,-34.1,0.000108,-4.6,0.002694,3.0,0.004516,8.0,0.005038,1.7,0.004106,6.5,0.005982,13.3,0.007955
8285,-33.9,0.00011,-4.2,0.002688,3.1,0.004501,7.0,0.004631,1.1,0.004288,7.0,0.006257,12.2,0.006765
8286,-33.7,0.000113,-3.9,0.002686,3.2,0.004438,7.0,0.005031,1.1,0.004319,8.0,0.006704,12.2,0.006486
8287,-33.5,0.000113,-3.5,0.002678,3.3,0.004422,7.0,0.005031,1.7,0.004414,8.3,0.006775,11.1,0.00578
8288,-33.3,0.000118,-2.6,0.002947,2.9,0.004391,11.0,0.004332,1.8,0.00458,9.0,0.007173,11.7,0.005333
8289,-33.1,0.000122,-1.7,0.003183,2.6,0.004389,14.4,0.003677,2.1,0.004584,10.0,0.007678,12.8,0.005634
8290,-32.9,0.000124,-0.9,0.003404,2.2,0.00422,15.0,0.003375,2.6,0.00465,9.5,0.007039,14.4,0.005761
8291,-32.6,0.000128,0.0,0.003533,2.2,0.004305,18.0,0.004094,2.6,0.004655,10.0,0.006656,16.1,0.006097
8292,-32.2,0.000132,0.9,0.003844,2.1,0.004274,18.4,0.003776,2.8,0.004655,9.8,0.006719,17.2,0.006543
8293,-31.9,0.000137,1.8,0.004027,2.1,0.00423,20.0,0.004024,2.8,0.004655,9.7,0.006591,17.8,0.006805
8294,-31.9,0.000137,1.8,0.003998,1.9,0.004169,21.0,0.003785,2.8,0.00466,10.0,0.006263,18.9,0.007031
8295,-31.8,0.000138,1.7,0.003969,1.8,0.004139,22.2,0.002474,2.8,0.004698,9.0,0.00578,18.3,0.007025
8296,-31.8,0.00014,1.7,0.003965,1.6,0.00408,22.0,0.002269,2.8,0.004834,8.3,0.005367,18.3,0.006762
8297,-32.5,0.00013,1.5,0.003908,1.4,0.003984,21.0,0.00345,2.9,0.004839,7.0,0.005033,17.2,0.006298
8298,-33.2,0.000121,1.2,0.003921,1.2,0.003927,19.4,0.003422,3.3,0.004873,7.0,0.005028,16.7,0.006094
8299,-33.9,0.000112,1.0,0.003934,1.0,0.00383,17.0,0.003713,3.3,0.004848,5.3,0.004745,16.1,0.006319
8300,-34.0,0.000111,1.2,0.003847,1.1,0.003817,16.0,0.004325,3.4,0.004645,4.0,0.00468,15.6,0.006228
8301,-34.2,0.000109,1.5,0.003765,1.1,0.00382,14.8,0.004679,3.3,0.00465,3.0,0.004359,15.0,0.006296
8302,-34.3,0.000109,1.7,0.003724,1.2,0.003807,14.0,0.004335,3.0,0.004722,3.5,0.004566,15.0,0.006309
8303,-34.6,0.000105,1.7,0.003724,1.1,0.003783,14.0,0.004335,3.0,0.004626,4.0,0.00468,13.9,0.006564
8304,-34.9,0.000102,1.8,0.003683,0.9,0.003732,13.4,0.005809,3.2,0.004528,4.4,0.004762,12.8,0.006743
8305,-35.2,9.9e-05,1.8,0.003687,0.8,0.003746,13.0,0.007172,2.9,0.004424,4.8,0.004845,11.7,0.006788
8306,-35.5,9.4e-05,2.0,0.003645,0.7,0.003722,12.0,0.006617,2.6,0.004537,5.0,0.005022,11.1,0.006767
8307,-35.7,9.1e-05,2.1,0.003604,0.6,0.003735,10.5,0.007605,2.7,0.00456,0.0,0.003775,10.0,0.007287
8308,-36.0,8.8e-05,2.3,0.003567,0.5,0.003751,9.0,0.007641,2.6,0.004626,4.9,0.005041,10.6,0.007269
8309,-36.1,8.9e-05,2.2,0.003515,0.6,0.003782,8.0,0.005043,2.8,0.004707,5.0,0.005017,11.1,0.007262
8310,-36.2,8.8e-05,2.1,0.003427,0.6,0.003786,9.5,0.005026,3.0,0.004643,5.0,0.005017,12.2,0.007543
8311,-36.3,8.8e-05,2.0,0.003399,0.7,0.003813,9.0,0.005011,3.1,0.004759,5.2,0.005033,12.2,0.008165
8312,-36.2,8.9e-05,2.1,0.003203,0.8,0.003881,10.0,0.005357,3.2,0.004677,5.0,0.005017,13.9,0.008533
8313,-36.2,8.8e-05,2.3,0.00301,0.9,0.003909,14.0,0.004649,3.4,0.004769,5.0,0.005017,15.6,0.007312
8314,-36.1,8.9e-05,2.4,0.002889,1.0,0.003942,15.0,0.004621,3.6,0.004636,5.8,0.005019,17.2,0.006524
8315,-35.8,9.2e-05,2.3,0.00308,1.4,0.004058,17.0,0.005004,3.4,0.004703,6.0,0.005031,18.9,0.006731
8316,-35.4,9.6e-05,2.1,0.003374,1.9,0.004211,21.4,0.00541,3.6,0.004637,8.0,0.005376,19.4,0.005825
8317,-35.1,9.9e-05,2.0,0.003668,2.3,0.004334,22.0,0.005084,3.5,0.004604,9.0,0.005542,21.1,0.004617
8318,-35.1,9.9e-05,1.9,0.003552,2.3,0.004289,23.0,0.004659,3.3,0.00456,9.0,0.005398,21.1,0.005554
8319,-35.2,9.8e-05,1.8,0.003457,2.4,0.004279,23.5,0.003062,3.2,0.004706,8.0,0.005042,21.7,0.006729
8320,-35.2,9.9e-05,1.7,0.003364,2.4,0.004233,23.0,0.003157,3.2,0.004774,7.9,0.00514,21.1,0.008204
8321,-35.7,9.4e-05,1.6,0.003407,2.3,0.004248,22.0,0.002269,3.2,0.004808,8.0,0.005042,20.6,0.008865
8322,-36.2,8.9e-05,1.6,0.003411,2.1,0.004192,20.6,0.002883,3.4,0.004983,7.0,0.005018,20.0,0.009116
8323,-36.7,8.4e-05,1.5,0.003475,2.0,0.004162,18.0,0.003404,3.5,0.005091,6.8,0.005072,18.9,0.00919
8324,-36.7,8.4e-05,0.8,0.003088,1.9,0.004088,17.0,0.003195,3.7,0.005096,7.0,0.005023,17.8,0.008824
8325,-36.7,8.4e-05,0.1,0.002739,1.7,0.003986,15.5,0.003369,4.0,0.005132,7.0,0.005398,16.1,0.007903
8326,-36.7,8.4e-05,-0.6,0.002634,1.6,0.003915,15.0,0.002697,4.0,0.005279,7.0,0.005273,16.7,0.007866
8327,-36.8,8.2e-05,-1.2,0.002312,1.4,0.003859,13.0,0.00316,4.1,0.005371,7.0,0.005398,16.1,0.007567
8328,-36.8,8.2e-05,-1.9,0.002026,1.3,0.003831,8.8,0.005019,4.5,0.005392,7.0,0.005398,15.6,0.008537
8329,-36.9,8e-05,-2.6,0.001753,1.1,0.00378,9.0,0.004634,4.6,0.005513,7.1,0.005694,15.6,0.009881
8330,-37.2,7.9e-05,-2.5,0.001713,1.0,0.003424,9.0,0.003717,4.8,0.005608,7.0,0.00578,16.1,0.011027
8331,-37.4,7.7e-05,-2.5,0.001689,1.0,0.003137,9.4,0.004364,5.1,0.005722,7.0,0.00578,15.6,0.010999
8332,-37.7,7.5e-05,-2.4,0.001648,0.9,0.002952,9.0,0.003713,5.2,0.006116,7.4,0.005813,15.0,0.010586
8333,-38.0,7.2e-05,-3.0,0.001445,0.9,0.00283,8.0,0.004038,5.5,0.005841,7.0,0.00578,15.6,0.01101
8334,-38.3,7e-05,-3.6,0.001242,0.9,0.00283,8.0,0.004034,6.6,0.005691,7.0,0.005786,15.6,0.010999
8335,-38.6,6.7e-05,-4.2,0.001038,0.9,0.002952,8.0,0.004314,6.4,0.005363,7.0,0.005786,15.6,0.010999
8336,-38.3,7e-05,-4.0,0.001237,0.8,0.003133,9.2,0.003987,6.5,0.004872,7.0,0.005786,16.7,0.011814
8337,-37.9,7.2e-05,-3.8,0.001466,0.6,0.003366,10.5,0.004016,6.3,0.00494,7.0,0.00578,20.0,0.012202
8338,-37.6,7.4e-05,-3.6,0.001697,0.5,0.003658,13.0,0.004349,6.3,0.004572,6.9,0.005746,21.7,0.010957
8339,-37.0,7.9e-05,-3.5,0.00175,0.5,0.003579,17.0,0.004348,6.5,0.004199,7.0,0.005786,22.8,0.010502
8340,-36.3,8.6e-05,-3.5,0.001765,0.6,0.003525,18.0,0.004364,6.5,0.004141,7.0,0.005786,23.9,0.011435
8341,-35.7,9.2e-05,-3.4,0.001819,0.6,0.003522,21.0,0.004608,6.5,0.004137,7.8,0.005988,24.4,0.011027
8342,-35.6,9.3e-05,-3.4,0.001841,0.4,0.003471,22.0,0.005785,6.3,0.004137,8.0,0.006205,25.0,0.011838
8343,-35.6,9.3e-05,-3.5,0.001857,0.3,0.003524,22.4,0.002681,5.9,0.004047,8.0,0.006211,22.8,0.012622
8344,-35.5,9.5e-05,-3.5,0.001859,0.1,0.003584,22.0,0.002964,5.9,0.003959,7.9,0.006035,21.1,0.011039
8345,-35.6,9.3e-05,-3.4,0.001915,0.0,0.003444,21.0,0.002622,5.6,0.003806,8.0,0.005813,20.0,0.010156
8346,-35.6,9.2e-05,-3.3,0.001932,0.0,0.003402,19.4,0.002223,4.5,0.00391,8.0,0.005813,19.4,0.009476
8347,-35.7,9.1e-05,-3.2,0.00199,-0.1,0.003299,18.0,0.002172,3.4,0.003935,7.6,0.005589,17.8,0.007541
8348,-35.6,9.2e-05,-3.7,0.001813,-0.5,0.003188,17.0,0.002039,2.4,0.004106,7.0,0.005431,17.2,0.00628
8349,-35.6,9.2e-05,-4.3,0.001612,-0.9,0.003048,16.0,0.002393,1.7,0.003975,7.0,0.005431,15.0,0.005333
8350,-35.5,9.5e-05,-4.8,0.00142,-1.3,0.002877,15.0,0.002923,2.0,0.003751,6.8,0.005424,13.9,0.004278
8351,-35.7,9.3e-05,-4.6,0.001434,-1.7,0.002714,15.0,0.003375,1.7,0.003655,6.0,0.005424,12.2,0.004263
8352,-35.9,9.1e-05,-4.5,0.001416,-2.2,0.002508,15.0,0.002926,0.6,0.003481,6.0,0.005424,11.1,0.004609
8353,-36.1,8.9e-05,-4.3,0.00141,-2.6,0.002334,14.0,0.003166,0.1,0.00351,5.6,0.005165,10.6,0.004071
8354,-36.3,8.7e-05,-4.3,0.001412,-2.7,0.002282,13.0,0.002866,-0.5,0.003291,5.0,0.005062,9.4,0.004046
8355,-36.4,8.6e-05,-4.2,0.001399,-2.9,0.002244,13.0,0.003462,-0.4,0.003452,5.0,0.005062,8.9,0.004399
8356,-36.6,8.4e-05,-4.2,0.001381,-3.0,0.002196,12.0,0.003427,-1.3,0.003273,3.9,0.004689,8.3,0.004564
8357,-36.4,8.6e-05,-4.1,0.001395,-3.0,0.002196,12.0,0.003427,-0.6,0.003625,3.0,0.004398,7.8,0.004602
8358,-36.3,8.7e-05,-4.0,0.001408,-3.0,0.002166,11.0,0.004074,-1.6,0.003595,2.0,0.004404,7.8,0.004723
8359,-36.1,8.9e-05,-3.9,0.001422,-3.0,0.002166,11.0,0.003113,-0.5,0.003785,1.8,0.004254,7.8,0.004924
8360,-35.1,9.7e-05,-3.6,0.001542,-3.0,0.002168,12.0,0.00342,-0.6,0.003817,1.0,0.004097,8.3,0.005091
8361,-34.0,0.00011,-3.2,0.001672,-3.0,0.002168,15.2,0.003763,-0.1,0.003902,1.0,0.004097,10.6,0.005551
